CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek
1972,18,Male,Premium,443,68,4,Credit Card,5,45
1973,25,Female,Enterprise,2832,62,8,Debit Card,9,49
1974,66,Female,Basic,4763,1,10,Debit Card,8,31
1975,52,Female,Enterprise,1065,17,9,Debit Card,1,1
1976,69,Male,Basic,3181,16,0,Credit Card,3,16
1977,32,Male,Premium,1761,9,3,Debit Card,8,48
1978,64,Female,Basic,803,53,9,Credit Card,9,28
1979,39,Female,Basic,3262,59,14,UPI,4,21
1980,31,Male,Basic,4218,9,4,Debit Card,6,30
1981,43,Male,Premium,2215,12,1,Net Banking,4,3
1982,45,Male,Basic,1858,41,11,Net Banking,9,34
1983,40,Male,Basic,3580,15,1,Net Banking,2,6
1984,31,Female,Premium,3967,66,0,Net Banking,6,43
1985,41,Male,Enterprise,3970,11,13,Net Banking,3,29
1986,19,Male,Basic,1813,8,7,Credit Card,10,3
1987,62,Male,Basic,2079,55,1,UPI,4,33
1988,43,Female,Basic,4308,6,2,Credit Card,2,11
1989,31,Female,Basic,2546,53,14,Debit Card,8,45
1990,68,Male,Premium,1299,20,11,UPI,10,5
1991,24,Male,Premium,1274,39,1,UPI,8,32
1992,20,Male,Premium,986,34,3,UPI,1,47
1993,64,Female,Basic,348,57,13,UPI,10,18
1994,40,Female,Premium,1954,19,0,Net Banking,6,47
1995,63,Female,Premium,2369,71,2,Debit Card,1,20
1996,60,Male,Premium,3956,31,4,UPI,6,39
1997,64,Female,Premium,1379,40,9,UPI,7,49
1998,62,Male,Premium,3509,14,0,Net Banking,2,40
1999,35,Male,Premium,2623,37,3,Credit Card,9,28
2000,55,Male,Basic,4377,44,5,Credit Card,8,13
2001,52,Female,Enterprise,4787,9,14,Credit Card,9,26
2002,68,Male,Premium,1124,58,3,Debit Card,10,16
2003,32,Female,Premium,1803,20,6,Credit Card,4,25
2004,42,Female,Basic,3252,50,13,UPI,4,10
2005,54,Male,Premium,4418,20,6,Net Banking,8,29
2006,45,Male,Premium,2577,36,5,Net Banking,1,46
2007,27,Female,Basic,3680,27,8,Credit Card,8,38
2008,56,Male,Basic,3382,32,1,Net Banking,7,20
2009,34,Female,Premium,3017,1,12,UPI,7,26
2010,56,Male,Premium,3360,17,9,Credit Card,9,32
2011,39,Female,Premium,911,9,7,UPI,10,39
2012,43,Female,Basic,2786,45,7,Debit Card,7,38
2013,61,Female,Premium,2848,66,10,UPI,2,49
2014,42,Female,Basic,1917,32,9,UPI,1,24
2015,34,Male,Basic,4552,45,13,UPI,1,31
2016,30,Male,Basic,1070,9,13,UPI,7,40
2017,37,Female,Basic,3774,30,10,Debit Card,5,12
2018,42,Female,Basic,470,38,3,Credit Card,4,36
2019,21,Male,Basic,1743,60,5,UPI,5,10
2020,27,Male,Basic,749,1,10,Credit Card,10,6
2021,20,Male,Basic,4863,5,5,Net Banking,10,7
2022,58,Male,Premium,4214,63,4,UPI,6,31
2023,62,Male,Basic,4654,36,13,UPI,10,27
2024,35,Male,Basic,1912,65,0,Net Banking,6,8
2025,64,Female,Premium,3440,24,2,Credit Card,1,3
2026,53,Male,Basic,1562,4,6,Debit Card,2,40
2027,64,Male,Premium,1484,68,7,UPI,3,47
2028,39,Female,Basic,1086,25,1,Net Banking,4,21
2029,51,Male,Basic,2458,7,2,Net Banking,6,1
2030,64,Male,Premium,4582,13,3,UPI,9,45
2031,25,Male,Premium,1985,68,13,Credit Card,2,15
2032,57,Male,Enterprise,3743,43,10,Credit Card,8,7
2033,66,Male,Premium,495,57,4,UPI,9,15
2034,61,Female,Enterprise,2253,36,2,Net Banking,2,25
2035,36,Male,Basic,2797,14,4,UPI,9,3
2036,59,Female,Basic,880,27,7,Debit Card,7,30
2037,58,Female,Basic,4498,37,7,Debit Card,9,14
2038,54,Male,Basic,524,71,13,Credit Card,6,4
2039,23,Female,Premium,2491,25,1,Debit Card,2,36
2040,69,Male,Premium,4622,67,5,Net Banking,8,3
2041,43,Female,Basic,1186,4,3,Debit Card,10,5
2042,51,Female,Enterprise,3318,16,8,UPI,9,25
2043,62,Male,Premium,960,19,9,Net Banking,8,31
2044,23,Male,Basic,3893,29,1,Credit Card,2,11
2045,54,Male,Basic,1236,51,7,Credit Card,8,8
2046,50,Male,Basic,1106,18,0,Debit Card,3,26
2047,39,Male,Basic,564,58,10,Credit Card,3,2
2048,38,Female,Basic,3613,44,5,UPI,9,28
2049,23,Female,Premium,1269,16,10,Net Banking,9,48
2050,23,Female,Basic,4569,65,10,UPI,9,10
2051,65,Female,Basic,2455,2,13,UPI,4,39
2052,21,Female,Enterprise,3886,56,11,UPI,7,37
2053,47,Female,Premium,4419,28,9,UPI,8,39
2054,28,Female,Enterprise,3281,65,12,Net Banking,5,21
2055,47,Male,Basic,3458,5,0,Net Banking,1,28
2056,48,Male,Basic,2307,22,1,UPI,9,38
2057,41,Female,Premium,3133,13,2,UPI,6,33
2058,26,Female,Basic,3029,65,8,Credit Card,3,11
2059,20,Male,Basic,641,16,4,Credit Card,3,45
2060,68,Male,Premium,1759,64,9,Net Banking,10,44
2061,48,Male,Premium,1941,32,9,Credit Card,1,1
2062,57,Male,Basic,825,51,11,Net Banking,8,47
2063,54,Female,Basic,4063,58,1,Net Banking,2,33
2064,53,Male,Basic,1890,46,9,Debit Card,1,3
2065,41,Female,Basic,2981,52,4,Net Banking,7,26
2066,48,Female,Basic,290,63,4,Credit Card,9,15
2067,23,Female,Basic,3206,60,0,Debit Card,6,41
2068,19,Male,Basic,4502,65,2,Credit Card,8,14
2069,37,Male,Enterprise,1288,55,4,Net Banking,8,23
2070,45,Female,Premium,4811,57,8,Net Banking,9,8
2071,28,Female,Premium,1380,71,9,UPI,7,36
2072,21,Female,Basic,2101,26,0,Net Banking,9,20
2073,32,Male,Basic,4690,12,7,Debit Card,9,6
2074,23,Female,Basic,386,71,0,Net Banking,1,33
2075,66,Male,Basic,1797,46,8,UPI,6,28
2076,47,Female,Basic,3608,47,5,Net Banking,8,38
2077,55,Female,Premium,3947,38,0,Net Banking,10,30
2078,68,Female,Premium,2870,21,7,Net Banking,9,46
2079,19,Male,Premium,439,14,4,UPI,4,43
2080,32,Male,Basic,2780,2,6,Credit Card,2,17
2081,28,Female,Enterprise,4436,70,6,Net Banking,9,9
2082,25,Male,Basic,338,33,14,Debit Card,9,28
2083,43,Female,Basic,2706,6,6,UPI,8,7
2084,68,Male,Basic,4365,37,5,Debit Card,3,46
2085,62,Male,Premium,4680,14,10,Net Banking,5,28
2086,61,Male,Enterprise,4925,37,7,UPI,2,17
2087,22,Female,Basic,2445,8,8,Net Banking,3,40
2088,23,Male,Enterprise,4500,13,11,Debit Card,1,48
2089,43,Male,Premium,1949,40,14,UPI,4,44
2090,21,Female,Basic,767,58,1,Credit Card,5,44
2091,36,Female,Basic,1081,18,6,Credit Card,2,5
2092,37,Female,Basic,839,57,14,Credit Card,3,5
2093,50,Female,Enterprise,4161,38,1,Net Banking,6,14
2094,37,Male,Basic,4620,32,5,UPI,6,6
2095,66,Male,Premium,4737,66,1,Debit Card,7,7
2096,29,Male,Basic,2535,25,9,Debit Card,9,17
2097,64,Male,Premium,4521,58,5,Net Banking,4,9
2098,18,Male,Basic,3185,33,1,Net Banking,5,31
2099,43,Female,Premium,759,66,0,Debit Card,2,22
2100,31,Male,Premium,913,30,6,UPI,6,45
2101,55,Male,Premium,4793,34,2,Net Banking,4,9
2102,54,Male,Enterprise,4188,69,13,UPI,5,16
2103,28,Female,Basic,456,48,11,Debit Card,7,36
2104,53,Female,Premium,776,40,13,UPI,6,34
2105,30,Male,Basic,237,51,12,Credit Card,8,45
2106,60,Female,Basic,2272,13,3,Debit Card,6,13
2107,20,Female,Premium,4705,31,12,Credit Card,10,19
2108,50,Female,Basic,660,39,5,Debit Card,8,12
2109,23,Female,Premium,1640,63,4,Credit Card,4,36
2110,67,Female,Enterprise,4678,48,3,UPI,7,10
2111,27,Female,Basic,2032,48,8,Debit Card,3,16
2112,22,Female,Premium,4864,61,5,Debit Card,1,28
2113,40,Male,Basic,3599,12,5,Credit Card,9,19
2114,27,Male,Basic,632,56,1,UPI,9,40
2115,61,Female,Basic,4351,18,5,Debit Card,6,6
2116,19,Male,Enterprise,1951,27,6,Net Banking,2,4
2117,30,Male,Enterprise,2247,28,7,Credit Card,8,30
2118,57,Female,Enterprise,3040,52,14,Debit Card,10,39
2119,19,Male,Enterprise,456,16,13,UPI,6,31
2120,37,Female,Basic,871,58,7,UPI,7,46
2121,18,Female,Basic,689,9,8,UPI,1,27
2122,54,Female,Premium,3914,26,9,UPI,3,45
2123,26,Male,Basic,2296,28,10,Credit Card,1,21
2124,34,Male,Basic,1882,36,12,Debit Card,10,37
2125,26,Male,Basic,4611,9,11,Credit Card,1,9
2126,28,Male,Premium,2660,47,2,Credit Card,1,35
2127,32,Female,Premium,4729,51,9,UPI,4,42
2128,41,Female,Basic,4112,57,14,Net Banking,7,47
2129,55,Male,Basic,2175,32,6,UPI,7,21
2130,52,Female,Premium,3416,67,6,Net Banking,5,17
2131,47,Female,Premium,1589,57,0,Credit Card,6,24
2132,48,Male,Basic,4715,54,7,UPI,2,31
2133,66,Female,Premium,4056,16,14,UPI,5,6
2134,22,Male,Basic,1784,62,3,Credit Card,7,35
2135,61,Female,Basic,3163,56,4,UPI,9,37
2136,67,Male,Premium,4729,23,13,Debit Card,6,13
2137,31,Female,Premium,1176,17,5,Net Banking,10,25
2138,28,Female,Basic,3564,38,2,Net Banking,4,32
2139,26,Male,Premium,245,30,4,Net Banking,3,1
2140,51,Male,Premium,1393,58,9,UPI,9,49
2141,29,Male,Premium,3542,22,4,Debit Card,7,35
2142,52,Male,Premium,4712,17,0,UPI,6,19
2143,52,Female,Premium,446,15,2,Net Banking,7,12
2144,18,Female,Basic,3419,48,2,UPI,8,40
2145,57,Male,Basic,4525,32,0,Net Banking,5,40
2146,39,Female,Basic,991,40,12,Credit Card,3,47
2147,46,Male,Basic,836,57,6,Net Banking,3,43
2148,25,Male,Premium,3975,58,0,Credit Card,2,20
2149,28,Female,Premium,2621,16,6,Credit Card,8,33
2150,58,Female,Basic,1288,28,3,Credit Card,1,29
2151,54,Male,Basic,4383,1,8,Net Banking,8,16
2152,31,Male,Basic,3359,41,6,Debit Card,3,14
2153,47,Male,Basic,912,48,4,Net Banking,9,7
2154,52,Female,Premium,4896,31,6,UPI,2,6
2155,38,Female,Basic,3844,36,8,UPI,10,21
2156,54,Female,Premium,4090,33,9,Debit Card,9,36
2157,22,Female,Enterprise,2786,33,5,Debit Card,6,22
2158,36,Male,Basic,4509,23,0,Debit Card,1,40
2159,31,Male,Basic,2308,60,5,Credit Card,5,19
2160,43,Male,Basic,4993,30,0,Debit Card,10,25
2161,21,Male,Premium,3814,45,12,Debit Card,9,3
2162,42,Male,Premium,1442,39,11,Debit Card,6,36
2163,62,Male,Basic,2259,45,3,Net Banking,7,45
2164,59,Female,Premium,3686,12,13,UPI,4,34
2165,42,Female,Enterprise,4532,32,7,UPI,1,11
2166,35,Male,Basic,4010,56,4,Debit Card,5,48
2167,57,Male,Basic,4100,24,14,UPI,2,42
2168,25,Female,Enterprise,2805,13,4,Net Banking,8,47
2169,56,Female,Premium,4942,20,12,UPI,4,27
2170,57,Female,Enterprise,3234,56,9,Credit Card,1,42
2171,31,Female,Premium,4768,53,10,Net Banking,10,2
2172,49,Male,Premium,4407,68,7,UPI,7,6
2173,68,Male,Basic,4251,54,7,UPI,2,46
2174,55,Male,Premium,3563,34,0,Net Banking,3,2
2175,50,Male,Enterprise,4221,28,12,UPI,9,42
2176,40,Male,Premium,2045,50,12,UPI,9,17
2177,32,Female,Basic,582,2,4,Debit Card,2,40
2178,50,Male,Basic,4312,26,11,Credit Card,3,48
2179,42,Female,Basic,4788,51,4,Net Banking,9,14
2180,34,Male,Basic,4010,47,7,Debit Card,1,10
2181,50,Male,Basic,2096,26,0,UPI,2,45
2182,64,Male,Premium,1709,61,6,Net Banking,2,33
2183,19,Male,Premium,4412,23,6,Net Banking,10,42
2184,31,Male,Basic,1778,37,12,Credit Card,3,12
2185,57,Female,Premium,1079,41,8,Credit Card,10,32
2186,57,Female,Basic,2362,52,1,Net Banking,3,49
2187,68,Female,Basic,1772,49,14,Credit Card,10,24
2188,56,Male,Basic,1848,27,2,Credit Card,2,14
2189,68,Male,Premium,4939,6,3,UPI,8,5
2190,23,Female,Basic,1559,66,0,Credit Card,8,5
2191,23,Male,Basic,4631,24,14,Credit Card,8,47
2192,20,Male,Basic,3169,38,6,Debit Card,2,32
2193,24,Female,Premium,4160,28,13,UPI,9,45
2194,68,Male,Basic,4011,28,9,UPI,7,49
2195,25,Female,Premium,4442,66,2,Net Banking,5,33
2196,59,Male,Premium,4417,61,2,Credit Card,7,46
2197,69,Female,Premium,280,46,2,Debit Card,8,4
2198,32,Male,Enterprise,2932,69,7,Debit Card,9,30
2199,64,Male,Basic,2909,43,8,UPI,2,41
2200,46,Female,Basic,2622,59,9,Credit Card,6,17
2201,50,Male,Enterprise,3841,2,12,Debit Card,9,3
2202,69,Male,Basic,4799,15,13,Net Banking,6,13
2203,47,Female,Premium,867,37,1,Credit Card,2,44
2204,56,Male,Premium,2696,71,9,Credit Card,1,48
2205,44,Female,Premium,3699,20,14,Credit Card,3,36
2206,53,Male,Enterprise,3698,35,9,Debit Card,5,18
2207,46,Male,Enterprise,1644,34,0,UPI,7,23
2208,55,Male,Premium,1545,31,13,UPI,10,35
2209,50,Male,Basic,1389,19,8,Net Banking,10,49
2210,54,Female,Enterprise,658,68,5,Debit Card,3,33
2211,44,Male,Basic,1412,24,13,Credit Card,9,36
2212,50,Female,Basic,4759,39,14,Net Banking,10,17
2213,21,Male,Enterprise,1111,54,8,Net Banking,4,39
2214,39,Male,Basic,1225,39,5,UPI,10,34
2215,19,Male,Basic,2611,17,1,Credit Card,2,12
2216,27,Male,Basic,271,19,0,Credit Card,3,5
2217,22,Female,Enterprise,2885,48,13,Debit Card,5,48
2218,27,Female,Premium,1393,35,7,Debit Card,3,40
2219,50,Female,Premium,2048,32,2,Debit Card,5,27
2220,55,Female,Basic,2584,47,0,Net Banking,4,40
2221,30,Male,Premium,2222,47,14,Credit Card,10,13
2222,48,Female,Premium,3941,64,7,UPI,3,26
2223,64,Female,Basic,4948,46,11,Net Banking,6,14
2224,53,Male,Basic,1498,35,0,Net Banking,8,32
2225,62,Male,Basic,4302,17,7,UPI,4,11
2226,41,Male,Enterprise,1104,42,0,UPI,9,38
2227,69,Male,Premium,3226,29,8,Debit Card,6,16
2228,32,Female,Enterprise,2228,70,13,UPI,5,22
2229,46,Female,Basic,4911,17,8,UPI,3,47
2230,25,Male,Premium,2820,14,11,UPI,5,16
2231,22,Male,Premium,2846,24,12,UPI,5,13
2232,46,Male,Premium,2489,57,8,Debit Card,4,12
2233,64,Female,Enterprise,4072,50,2,Net Banking,6,18
2234,21,Female,Basic,1685,57,3,Credit Card,3,29
2235,29,Male,Basic,3351,61,4,Credit Card,10,18
2236,62,Male,Premium,1640,39,5,Net Banking,1,46
2237,19,Female,Premium,965,55,8,Credit Card,7,2
2238,44,Male,Premium,4679,36,12,Credit Card,7,2
2239,48,Male,Basic,2638,37,10,Net Banking,4,3
2240,68,Female,Premium,4292,14,11,Credit Card,9,29
2241,68,Male,Basic,4983,27,3,Credit Card,2,8
2242,53,Female,Basic,1349,31,13,Net Banking,1,11
2243,53,Male,Premium,3765,44,13,Credit Card,3,12
2244,43,Male,Premium,4342,68,5,UPI,7,32
2245,60,Female,Basic,2172,48,12,Net Banking,9,4
2246,44,Female,Basic,2866,57,0,Debit Card,2,9
2247,22,Male,Basic,663,22,1,Credit Card,6,24
2248,37,Female,Basic,4418,4,7,Debit Card,3,49
2249,28,Male,Premium,2381,46,3,Credit Card,5,16
2250,27,Male,Enterprise,1842,59,9,UPI,9,17
2251,57,Female,Basic,4088,34,6,Net Banking,3,47
2252,55,Male,Premium,1040,11,3,Debit Card,1,22
2253,23,Male,Enterprise,2854,31,13,Net Banking,5,7
2254,25,Female,Premium,4318,11,8,Debit Card,1,10
2255,40,Female,Basic,765,56,8,Credit Card,8,29
2256,64,Male,Enterprise,1164,38,3,UPI,7,36
2257,43,Female,Basic,2482,21,12,Debit Card,2,24
2258,63,Female,Basic,1195,10,14,Debit Card,9,46
2259,60,Female,Basic,1387,26,7,UPI,5,14
2260,29,Female,Basic,4511,8,5,UPI,7,14
2261,43,Male,Basic,3454,8,0,UPI,4,25
2262,30,Male,Basic,856,60,14,UPI,1,46
2263,57,Male,Basic,3182,34,6,UPI,8,22
2264,35,Female,Premium,1313,16,0,Net Banking,1,47
2265,42,Female,Enterprise,4606,13,2,Credit Card,3,23
2266,50,Female,Basic,756,22,7,Credit Card,6,32
2267,64,Female,Enterprise,3219,27,14,Debit Card,8,26
2268,57,Female,Enterprise,2504,64,8,UPI,8,27
2269,60,Female,Premium,2780,2,2,Net Banking,2,45
2270,29,Female,Basic,251,26,0,Net Banking,9,12
2271,61,Male,Premium,1561,69,0,Debit Card,4,19
2272,53,Male,Enterprise,1394,30,6,UPI,4,19
2273,65,Female,Premium,4219,8,4,Credit Card,2,34
2274,21,Female,Basic,3338,38,12,UPI,1,32
2275,22,Female,Premium,1848,61,13,Net Banking,10,29
2276,54,Male,Premium,871,65,0,UPI,7,21
2277,25,Male,Premium,977,67,5,Credit Card,10,35
2278,59,Female,Basic,2479,46,13,Credit Card,3,42
2279,66,Female,Basic,3222,43,5,Debit Card,4,5
2280,45,Male,Premium,2060,59,13,Net Banking,9,12
2281,48,Male,Enterprise,3339,46,3,UPI,6,7
2282,26,Male,Basic,1274,35,6,UPI,1,41
2283,68,Male,Enterprise,1916,39,6,Debit Card,9,2
2284,46,Female,Basic,1483,51,11,Debit Card,9,25
2285,31,Male,Premium,4886,4,8,Debit Card,5,10
2286,57,Male,Premium,2186,51,11,Net Banking,8,38
2287,58,Female,Premium,2833,5,0,UPI,7,44
2288,39,Male,Enterprise,1201,55,4,Debit Card,8,6
2289,28,Male,Basic,1246,20,14,Net Banking,9,27
2290,40,Male,Enterprise,2376,24,9,UPI,2,35
2291,18,Female,Basic,2538,36,2,Credit Card,10,10
2292,63,Male,Premium,2055,34,6,Debit Card,5,9
2293,54,Female,Premium,700,54,3,Net Banking,8,20
2294,38,Female,Premium,2433,34,3,UPI,3,37
2295,43,Male,Basic,4774,17,12,UPI,6,35
2296,63,Male,Enterprise,2739,5,11,Debit Card,6,37
2297,53,Male,Basic,4808,18,0,Debit Card,7,40
2298,40,Male,Basic,3914,55,0,UPI,3,8
2299,18,Female,Premium,2532,53,9,Net Banking,8,46
2300,68,Male,Basic,800,50,1,Credit Card,8,31
2301,57,Male,Premium,4484,45,14,UPI,9,49
2302,32,Male,Basic,1188,13,1,Net Banking,8,43
2303,38,Female,Basic,2081,16,0,Debit Card,3,16
2304,64,Male,Premium,4683,13,7,UPI,6,28
2305,26,Male,Premium,1954,20,5,Debit Card,9,6
2306,26,Female,Basic,2664,66,5,Credit Card,1,32
2307,27,Female,Premium,2423,47,9,Debit Card,3,28
2308,69,Male,Premium,4682,19,9,Credit Card,2,11
2309,43,Male,Premium,1694,45,8,Debit Card,8,42
2310,58,Male,Basic,1052,37,4,Debit Card,6,23
2311,52,Male,Premium,651,54,14,Credit Card,10,30
2312,69,Male,Premium,2524,6,3,Debit Card,8,9
2313,42,Female,Premium,1958,14,14,Net Banking,2,28
2314,43,Female,Basic,4508,4,10,Debit Card,6,24
2315,28,Male,Premium,3553,55,5,UPI,7,28
2316,55,Male,Premium,4336,34,7,Debit Card,8,24
2317,19,Female,Premium,4895,27,13,Net Banking,9,15
2318,24,Male,Basic,3538,7,0,UPI,5,39
2319,35,Male,Enterprise,2788,3,6,Net Banking,3,33
2320,44,Male,Premium,1982,47,7,UPI,2,47
2321,51,Male,Basic,3720,2,8,Debit Card,8,34
2322,44,Male,Basic,1979,25,10,Net Banking,1,22
2323,34,Female,Enterprise,3332,60,7,Debit Card,10,29
2324,60,Male,Basic,3773,24,6,UPI,6,34
2325,61,Male,Enterprise,3418,15,2,Net Banking,2,42
2326,68,Male,Premium,3957,14,1,Credit Card,3,47
2327,41,Female,Premium,4216,54,14,Net Banking,8,10
2328,42,Female,Basic,3037,6,2,Debit Card,1,45
2329,24,Female,Basic,2581,18,3,Credit Card,6,30
2330,69,Female,Enterprise,4439,20,3,Credit Card,3,11
2331,23,Male,Basic,4136,62,5,UPI,6,34
2332,41,Female,Premium,4628,40,11,Credit Card,3,21
2333,50,Male,Basic,1619,39,6,Credit Card,8,13
2334,66,Male,Basic,4350,52,11,UPI,5,25
2335,46,Female,Basic,1530,32,3,Net Banking,4,21
2336,60,Female,Premium,3117,27,9,Debit Card,9,1
2337,39,Female,Enterprise,1646,52,5,Net Banking,5,5
2338,43,Female,Basic,1640,63,8,Credit Card,4,22
2339,45,Female,Basic,3944,63,13,Debit Card,8,7
2340,67,Male,Basic,3044,17,5,Net Banking,8,13
2341,38,Female,Premium,4375,49,13,Debit Card,8,45
2342,66,Female,Basic,1064,23,2,Credit Card,4,23
2343,24,Female,Enterprise,671,13,0,Net Banking,1,21
2344,34,Male,Premium,1702,23,10,Debit Card,2,6
2345,37,Female,Premium,4884,57,9,Debit Card,4,20
2346,58,Male,Basic,1610,62,9,Net Banking,10,12
2347,66,Female,Enterprise,3970,54,12,Net Banking,2,40
2348,37,Female,Basic,2105,20,4,Credit Card,10,9
2349,39,Male,Basic,4859,52,9,UPI,3,28
2350,45,Female,Premium,4201,23,9,Debit Card,9,11
2351,57,Male,Premium,3704,35,2,Net Banking,9,32
2352,66,Male,Basic,3683,67,7,Net Banking,9,11
2353,24,Male,Basic,4762,34,9,Net Banking,7,24
2354,18,Female,Premium,798,33,14,Debit Card,4,15
2355,49,Female,Basic,1191,46,0,Credit Card,1,41
2356,30,Female,Premium,2132,45,10,UPI,3,35
2357,47,Male,Premium,2984,19,1,Debit Card,8,17
2358,40,Female,Basic,3241,15,2,Credit Card,4,25
2359,68,Male,Basic,266,66,2,Debit Card,10,49
2360,36,Female,Basic,3598,39,11,Debit Card,10,35
2361,49,Male,Premium,2950,18,7,Net Banking,2,19
2362,47,Male,Premium,669,70,4,Credit Card,8,41
2363,46,Male,Basic,1924,59,7,Net Banking,7,31
2364,66,Female,Premium,4185,32,10,Net Banking,10,17
2365,62,Male,Enterprise,1831,21,13,Credit Card,9,23
2366,46,Male,Basic,974,40,14,Net Banking,2,47
2367,47,Male,Enterprise,3212,27,14,Net Banking,5,1
2368,33,Male,Basic,2703,2,10,UPI,6,10
2369,57,Male,Basic,1686,39,5,Credit Card,2,8
2370,36,Male,Basic,4219,56,14,Credit Card,2,42
2371,35,Female,Basic,4427,13,11,Net Banking,10,26
2372,18,Female,Basic,1129,56,1,Net Banking,4,34
2373,31,Male,Basic,3212,66,10,Credit Card,8,19
2374,68,Female,Enterprise,1705,56,3,Credit Card,5,14
2375,64,Female,Premium,4929,28,8,Debit Card,9,8
2376,67,Male,Premium,3144,64,3,Credit Card,4,1
2377,19,Male,Basic,3019,71,4,Debit Card,3,48
2378,45,Male,Basic,1384,64,4,Net Banking,10,25
2379,66,Female,Basic,488,56,9,UPI,8,24
2380,67,Male,Premium,2011,41,7,UPI,1,47
2381,47,Female,Enterprise,727,41,5,Debit Card,9,20
2382,55,Male,Basic,1116,4,9,Net Banking,4,30
2383,68,Female,Basic,1908,57,6,Net Banking,9,5
2384,21,Male,Premium,3774,30,5,Net Banking,8,3
2385,18,Male,Basic,3519,46,13,Credit Card,3,32
2386,25,Female,Basic,1606,56,13,Net Banking,3,17
2387,46,Female,Premium,1441,31,13,Credit Card,9,42
2388,56,Female,Premium,3333,7,4,Debit Card,3,5
2389,20,Female,Basic,998,54,14,UPI,4,11
2390,49,Female,Basic,1723,8,4,Debit Card,9,38
2391,27,Female,Enterprise,4307,55,2,Net Banking,4,4
2392,27,Male,Basic,3088,69,6,Net Banking,3,39
2393,36,Female,Basic,2890,44,12,Debit Card,7,19
2394,63,Male,Basic,4291,13,9,Credit Card,6,39
2395,51,Male,Basic,1441,20,4,Credit Card,1,46
2396,50,Female,Basic,890,32,6,Credit Card,10,49
2397,40,Male,Premium,727,60,14,UPI,8,23
2398,45,Female,Basic,1695,50,1,UPI,1,17
2399,49,Female,Basic,4025,27,8,Net Banking,4,13
2400,67,Male,Premium,3093,25,7,Debit Card,6,27
2401,24,Male,Premium,1092,52,14,Debit Card,6,1
2402,46,Female,Enterprise,586,68,4,Net Banking,7,2
2403,25,Female,Enterprise,1449,21,1,Credit Card,5,18
2404,18,Male,Basic,2728,18,5,UPI,5,36
2405,20,Male,Premium,4703,39,7,Debit Card,4,45
2406,41,Male,Basic,3728,15,6,Net Banking,6,33
2407,40,Male,Enterprise,1097,53,7,Credit Card,7,36
2408,25,Female,Basic,910,38,3,Credit Card,10,2
2409,64,Female,Enterprise,3895,48,13,UPI,10,4
2410,54,Female,Premium,2886,52,2,UPI,1,16
2411,20,Female,Basic,4712,28,6,Net Banking,9,4
2412,68,Male,Premium,615,16,1,Net Banking,8,9
2413,50,Male,Enterprise,1671,16,13,Credit Card,7,49
2414,45,Female,Enterprise,4380,35,4,Credit Card,9,21
2415,64,Female,Basic,4462,17,12,Debit Card,3,23
2416,25,Female,Premium,2631,52,6,Credit Card,10,2
2417,51,Female,Basic,2715,12,0,Net Banking,4,3
2418,52,Female,Basic,1295,48,3,UPI,7,23
2419,49,Female,Basic,1009,22,14,Net Banking,6,26
2420,41,Female,Basic,3244,49,1,Debit Card,2,47
2421,31,Female,Premium,1192,52,5,Debit Card,2,7
2422,49,Female,Basic,1481,1,11,UPI,10,36
2423,63,Male,Premium,4570,66,0,Net Banking,7,44
2424,60,Female,Basic,1973,64,6,Debit Card,9,33
2425,33,Male,Basic,3761,8,2,Net Banking,9,49
2426,21,Male,Basic,4016,25,11,Debit Card,7,36
2427,69,Female,Basic,1956,66,0,UPI,8,4
2428,54,Female,Basic,2573,70,14,Debit Card,10,23
2429,38,Male,Basic,2776,51,7,Net Banking,3,25
2430,31,Male,Premium,1091,53,6,Net Banking,1,41
2431,48,Female,Basic,4384,15,1,Debit Card,7,26
2432,65,Male,Basic,907,50,6,Credit Card,8,28
2433,35,Female,Basic,2597,71,2,UPI,2,28
2434,24,Female,Enterprise,4682,38,14,UPI,9,21
2435,27,Female,Enterprise,2334,40,12,Debit Card,4,10
2436,24,Male,Basic,2554,66,8,Debit Card,10,27
2437,50,Male,Basic,4735,39,7,Credit Card,9,15
2438,40,Female,Basic,1176,17,4,UPI,3,17
2439,38,Male,Enterprise,934,7,6,Credit Card,8,39
2440,36,Male,Basic,2668,39,2,UPI,2,35
2441,65,Male,Basic,2740,68,0,Debit Card,3,5
2442,36,Male,Basic,832,35,0,UPI,1,16
2443,53,Male,Basic,4468,51,14,UPI,5,23
2444,46,Male,Basic,4299,47,10,UPI,4,39
2445,35,Male,Premium,3101,36,1,Credit Card,1,48
2446,19,Female,Basic,1863,64,7,Credit Card,10,9
2447,18,Male,Premium,2215,13,0,UPI,9,33
2448,64,Male,Basic,3381,18,10,Net Banking,6,35
2449,22,Male,Basic,4263,21,11,Credit Card,6,40
2450,37,Male,Enterprise,2830,65,4,Debit Card,2,24
2451,28,Male,Basic,4072,8,8,Debit Card,7,24
2452,59,Male,Premium,1254,48,11,UPI,9,24
2453,19,Male,Premium,580,43,8,Debit Card,6,19
2454,20,Male,Basic,3282,53,1,Credit Card,8,39
2455,40,Female,Enterprise,2591,27,6,Net Banking,5,25
2456,29,Male,Basic,1792,19,10,Net Banking,2,31
2457,37,Male,Enterprise,4461,23,0,Net Banking,4,38
